StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Storm Paths,Movie Budgets 1,Q47,Q48,Movie Budgets 2,Banana Conclusions ,COVID Map - 1/2,Q49,Q50,Q51,Q53,Q52,He Said She Said 1/3,Q54,Q55,Build-a-Plot,Q61,Q56,Q57,Realty Tree 1/2,Q58,Website Testing 1/3,Image Recognition1/1,DataConfidentiali1/1,Activity Journal 1/1,Movie Wrangling 1/6,Movie Wrangling 2/6,Movie Wrangling 3/6,Time_Spent,Consent
3/31/2025 8:57,3/31/2025 9:22,IP Address,152.3.43.53,100,1501,TRUE,3/31/2025 9:22,R_3DTjOmiA72gXOrR,,,,,36.0229,-78.9464,anonymous,EN,0.899999976,City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,Need additional information to determine this,FALSE,FALSE,D,False positive rate is larger,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,Use if-else statements,2,1,30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 9:39,3/31/2025 9:40,IP Address,104.28.79.4,6,29,FALSE,4/7/2025 9:40,R_11oob8f6itURsli,,,,,35.9968,-78.8955,anonymous,EN,0.899999976,City a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2025 9:59,3/31/2025 9:59,IP Address,174.225.197.41,6,13,FALSE,4/7/2025 9:59,R_60Zq5qTPrU0kfNa,,,,,35.2916,-80.8201,anonymous,EN,1,City a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2025 10:24,3/31/2025 10:42,IP Address,152.3.43.54,100,1085,TRUE,3/31/2025 10:42,R_3lo4zlkWvubeyZK,,,,,36.0229,-78.9464,anonymous,EN,0.899999976,City a,Plot C,Plot C,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,IA,TRUE,FALSE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The peak in they KY plot is larger than the peak of the CA plot.",FALSE,TRUE,Need additional information to determine this,FALSE,FALSE,A,The two rates are equal,"$151,424 ",Can’t be determined from the information given,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,"professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a day.,"Use bootstrapping,Use Gradient Descent,Use a lookup table",2,1,15 min,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 10:25,4/2/2025 20:45,IP Address,172.224.237.31,100,210046,TRUE,4/2/2025 20:45,R_3sbKfWpwSw3oC4h,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,Impossible to tell based on the graph alone,Plot C,Plot B,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,TRUE,FALSE,FALSE,E,False negative rate is larger,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,"Use bootstrapping,Use if-else statements,Use a lookup table,Use regular expressions",2,2,I worked on it for multiple sittings totaling about 45min to an hour of active working time!,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 10:28,3/31/2025 10:44,IP Address,146.75.222.1,100,977,TRUE,3/31/2025 10:44,R_39jfVXZ9uUcDzPk,,,,,39.0469,-77.4903,anonymous,EN,0.800000012,City a,Plot C,Plot B,Plot C,Shop 2,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,TRUE,TRUE,FALSE,D,Cannot be determined from the plot,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use Gradient Descent,Use a lookup table,Use regular expressions",2,1,"It took me about 40 minutes to complete this assessment, all of which was in one sitting. ","Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 10:51,3/31/2025 10:57,IP Address,152.3.43.44,100,328,TRUE,3/31/2025 10:57,R_33VsNuLRN69Mfyj,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot C,Plot B,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,FALSE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,TRUE,FALSE,FALSE,C,False positive rate is larger,"$210,950 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.",Old photos cannot be used to train a model to make predictions for current professory due to image quality.,Student’s major,One of the columns will be stand goal; a binary variable with 0 indicating not met and 1 indicating met.,Use Gradient Descent,1,2,,"No, I prefer to not allow my responses to the assessment as research data."
3/31/2025 10:55,4/7/2025 0:29,IP Address,152.3.43.47,100,567216,TRUE,4/7/2025 0:29,R_7qaFy4k7jUbpoPA,,,,,36.0229,-78.9464,anonymous,EN,1,City b,Plot C,Plot A,Plot B,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,TRUE,TRUE,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",FALSE,TRUE,TRUE,FALSE,FALSE,E,False negative rate is larger,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,Use if-else statements,2,2,"Not sure since I did it in multiple settings, maybe a little over 30ish minutes","Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 11:28,4/6/2025 12:28,IP Address,152.3.43.46,100,521994,TRUE,4/6/2025 12:28,R_65gmgPKjOOtElRn,,,,,36.0229,-78.9464,anonymous,EN,1,City b,Plot C,Plot A,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,Need additional information to determine this,FALSE,FALSE,E,False positive rate is larger,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table,Use regular expressions",1,1,45 minutes approx,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 11:31,3/31/2025 12:22,IP Address,152.3.43.42,100,3082,TRUE,3/31/2025 12:22,R_3h0lee3ZLOlQU4H,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot C,Plot A,Plot C,Shop 2,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",Northeast,CO,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",TRUE,FALSE,TRUE,TRUE,TRUE,C,False negative rate is larger,"$151,424 ","$501,876 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s major,"One of the columns will be exercise type; a categorical variable with levels such as Pilates, Weights, Walk, etc.","Use if-else statements,Use a lookup table",2,1,45 minutes,"No, I prefer to not allow my responses to the assessment as research data."
3/31/2025 11:38,3/31/2025 12:21,IP Address,152.3.43.42,100,2615,TRUE,3/31/2025 12:21,R_6PnZeOYs7uZSNXX,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot C,Plot B,Plot C,Impossible to tell based on the graph alone,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,TRUE,FALSE,FALSE,B,False negative rate is larger,"$151,424 ","$501,876 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,Use if-else statements,2,2,45 min.,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 13:10,3/31/2025 17:08,IP Address,152.3.43.46,100,14269,TRUE,3/31/2025 17:08,R_5UYsduQAFRifnLO,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot C,Plot B,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,TRUE,TRUE,Option 2,"No, we can not conclude a difference in total number of COVID cases. The area underneath the curve for KY is roughly the same as CA.",FALSE,TRUE,TRUE,FALSE,FALSE,C,False negative rate is larger,"$151,424 ","$384,767 ",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,"professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use bootstrapping,Use if-else statements",2,1,"30 mins
","Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 13:11,3/31/2025 14:23,IP Address,198.86.29.4,100,4271,TRUE,3/31/2025 14:23,R_3tJXYOBRVQHVag8,,,,,36.0251,-78.9217,anonymous,EN,1,City a,Plot C,Plot A,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CO,FALSE,TRUE,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",FALSE,TRUE,TRUE,FALSE,FALSE,E,False negative rate is larger,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,"Use a lookup table,Use regular expressions",2,3,45 minutes,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 13:12,3/31/2025 14:22,IP Address,152.3.43.54,100,4254,TRUE,3/31/2025 14:22,R_1jXlMFyelSpc7w5,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot C,Plot C,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CO,FALSE,TRUE,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",FALSE,TRUE,TRUE,FALSE,FALSE,E,False negative rate is larger,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,"Use a lookup table,Use regular expressions",2,3,It took around 45 minutes.,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 13:13,3/31/2025 14:01,IP Address,152.3.43.52,100,2863,TRUE,3/31/2025 14:01,R_6OpBIh1MMbxUcQk,,,,,36.0229,-78.9464,anonymous,EN,0.800000012,City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,Need additional information to determine this,FALSE,FALSE,E,False positive rate is larger,"$151,424 ","$501,876 ",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,"professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table",2,3,I think around 30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 13:15,3/31/2025 13:35,IP Address,152.3.43.55,100,1165,TRUE,3/31/2025 13:35,R_32ybeAf9ab0TQoY,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CO,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,TRUE,FALSE,FALSE,C,False positive rate is larger,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use regular expressions",2,2,25 minutes,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 14:32,3/31/2025 14:52,IP Address,152.3.43.57,100,1182,TRUE,3/31/2025 14:52,R_3hEFfjtQwMxMbp2,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot B,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,FALSE,TRUE,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",FALSE,TRUE,Need additional information to determine this,FALSE,FALSE,E,False positive rate is larger,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s major,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table",2,3,20 minutes,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 15:16,3/31/2025 15:45,IP Address,152.3.43.40,100,1728,TRUE,3/31/2025 15:45,R_6f8z0X0wGiBRswM,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot C,Plot B,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,TRUE,FALSE,FALSE,E,Cannot be determined from the plot,"$151,424 ","$384,767 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.",Old photos cannot be used to train a model to make predictions for current professory due to image quality.,Student’s race and ethnicity,One of the columns will be stand goal; a binary variable with 0 indicating not met and 1 indicating met.,Use if-else statements,2,1,around 45 minutes,"Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 15:31,3/31/2025 17:33,IP Address,152.3.43.51,100,7339,TRUE,3/31/2025 17:33,R_3MSwVpcd37fgWOW,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot B,Plot C,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,FALSE,FALSE,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",FALSE,TRUE,Need additional information to determine this,FALSE,FALSE,E,Cannot be determined from the plot,Can’t be determined from the information given.,"$262,972 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 20 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Black-and-white photos cannot be used to make predictions for color photos today.,Student’s race and ethnicity,One of the columns will be stand goal; a binary variable with 0 indicating not met and 1 indicating met.,"Use if-else statements,Use a lookup table,Use regular expressions",3,1,"It took me approximately 45 minutes. There's a lot that I was not familiar with since I am still learning stats, and it has been a quite challenging class for me. I've never taken a stats class or a coding class. ","No, I prefer to not allow my responses to the assessment as research data."
3/31/2025 19:15,3/31/2025 19:27,IP Address,152.3.43.51,100,701,TRUE,3/31/2025 19:27,R_5Lq0d8aTCvZpFfz,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot C,Plot B,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CO,TRUE,FALSE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,Need additional information to determine this,FALSE,FALSE,E,False positive rate is larger,"$151,424 ","$384,767 ",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s major,Each row will represent a day.,Use if-else statements,2,2,35 minutes,"No, I prefer to not allow my responses to the assessment as research data."
3/31/2025 19:20,3/31/2025 19:57,IP Address,152.3.43.49,100,2220,TRUE,3/31/2025 19:57,R_5zyqtGVTBpTOlbj,,,,,36.0229,-78.9464,anonymous,EN,1,City a,Plot C,Plot B,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",FALSE,TRUE,Need additional information to determine this,FALSE,FALSE,B,False positive rate is larger,"$151,424 ","$501,876 ","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s major,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table",2,2,"This took me around 40 minutes, ","Yes, I agree to allow my responses to the assessment as research data."
3/31/2025 19:25,4/1/2025 16:05,IP Address,152.3.43.54,100,74403,TRUE,4/1/2025 16:05,R_3hAraMcUDA8Z9AV,,,,,36.0229,-78.9464,anonymous,EN,0.800000012,City b,Plot C,Plot C,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,TRUE,TRUE,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The peak in they KY plot is larger than the peak of the CA plot.",FALSE,TRUE,TRUE,TRUE,TRUE,D,False positive rate is larger,"$151,424 ","$501,876 ",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,Old photos cannot be used to train a model to make predictions for current professory due to image quality.,Student’s major,"One of the columns will be exercise type; a categorical variable with levels such as Pilates, Weights, Walk, etc.",Use if-else statements,2,4,35 min,"No, I prefer to not allow my responses to the assessment as research data."
